[TimeInSystem1].SampleAverage	[WaitTriage].SampleAverage	[WaitTest].SampleAverage	[WaitTreat].SampleAverage	[TimeInSystem2].SampleAverage	[WaitTreat2].SampleAverage	[TriageNurseUtilization].SampleAverage	[TestNurseUtilization].SampleAverage	[Doctor1Utilization].SampleAverage	[Doctor2Utilization].SampleAverage
1.1734185342152617[h]	0.14825048053848175[h]	0.009308455996472663[h]	0.5434456191101916[h]	0.5376586828819441[h]	0.2574257609313394[h]	0.35262314576349657	0.12847315157083022	0.5561137280940979	0.821948957797727
1.1545945024255717[h]	0.14782122223484853[h]	0.010398427056781045[h]	0.5167250343640354[h]	0.5018421208796299[h]	0.21537954592197375[h]	0.34632573836037583	0.13281346074552045	0.5367464845998596	0.8166332633873219
0.8558820077541995[h]	0.09362000376878866[h]	0.004459838448869223[h]	0.2937949184534334[h]	0.4744412179483725[h]	0.19169602061503935[h]	0.31078517851257603	0.11284803854194547	0.4981122780329719	0.791515205516533
0.8411722166250342[h]	0.08638708508463007[h]	0.0051947306194444435[h]	0.3024808968447994[h]	0.4373247691610093[h]	0.15960072585087126[h]	0.33080205852328215	0.09375067817330855	0.516278042138615	0.7750906260360679
1.0096377672161245[h]	0.10325031380284547[h]	0.010840899791666666[h]	0.4257816963319782[h]	0.5767801465453124[h]	0.2882909146225786[h]	0.32226390326174237	0.12066059505638785	0.5245598311836747	0.8174832534103978
1.1183161976747082[h]	0.15522296299415198[h]	0.007893640252525253[h]	0.47820870818055544[h]	0.5103499752575753[h]	0.2220997114320986[h]	0.31389586360723093	0.11458416221182155	0.4987105781494368	0.8084611105534618
0.920201932996809[h]	0.10093795203872931[h]	0.007828625692129628[h]	0.34615436432477525[h]	0.6229934301888885[h]	0.3370549065294445[h]	0.30232461432880736	0.11632028588169764	0.4931464272904173	0.8056577177627153
0.8222630886341393[h]	0.10894007360463448[h]	0.006839427085610201[h]	0.2312525574748128[h]	0.49509963112691946[h]	0.21315927878274615[h]	0.31673694780922895	0.12413284239614002	0.5226216268578331	0.7877667433719863
1.1420531091947177[h]	0.11858374739326767[h]	0.012981815419999999[h]	0.5419896052230435[h]	0.49218353731037945[h]	0.20948840300898214[h]	0.3312444573485051	0.12326478056120198	0.5465137287219959	0.8056709755553787
1.1643201576819928[h]	0.11328549212707528[h]	0.006231436831880897[h]	0.5630261994029376[h]	0.5292198200122962[h]	0.24407759387994615[h]	0.36124734020934757	0.14757051193946716	0.5895139006734712	0.819766475268195
1.2060146344362945[h]	0.10638872952798151[h]	0.009068453201164875[h]	0.6236997478321109[h]	0.5109532525520833[h]	0.22425048852430576[h]	0.33042901952849774	0.12673702790095415	0.5386610896997229	0.8107478660247832
1.097356012222222[h]	0.17199401000767722[h]	0.017145461503392703[h]	0.4424174436166948[h]	0.48024639347679454[h]	0.195958799822245[h]	0.3346413724708657	0.12760508973589219	0.520007231080954	0.7991279905308921
0.8523811298207148[h]	0.10453761226454293[h]	0.006774396311881188[h]	0.27495852277316096[h]	0.5012997492373734[h]	0.2141479620460156[h]	0.30031302788503966	0.10243129652268897	0.5007867304335245	0.8016471598043967
1.1648200196059886[h]	0.11494278461912262[h]	0.007878311768888889[h]	0.5837121122629366[h]	0.5349740335092412[h]	0.24743294531507468[h]	0.3363572187168599	0.12500090423107807	0.5516482581051656	0.8167062376304806
