[WalkUpTimeInSystem].SampleAverage	[WalkUpWaitForTriage].SampleAverage	[WalkUpWaitForTest].SampleAverage	[WalkUpWaitForTreat].SampleAverage	[ScheduledTimeInSystem].SampleAverage	[ScheduledWaitForTreat].SampleAverage	[TriageNurseUtilization].Value	[TestNurseUtilization].Value	[Doctor1Utilization].Value	[Doctor2Utilization].Value
0.7908744790826476[h]	0.0756902905144033[h]	0.0055844041025641025[h]	0.1651523636219705[h]	0.4461327103939661[h]	0.1299684597559071[h]	0.4012089887355324	0.14322916666666666	0.5820159353139468	0.9698871658333332
0.8604838275074923[h]	0.07211014171795754[h]	0.007618314919871795[h]	0.22596768611917936[h]	0.4607793885709327[h]	0.14078628958482142[h]	0.3918709161950232	0.1501736111111111	0.5819444474464699	0.9463161800462964
0.7270715939244697[h]	0.05404451047940073[h]	0.004044015319999999[h]	0.13053169956242197[h]	0.4760443732566884[h]	0.1586379273042374[h]	0.3633824845601852	0.12413194444444445	0.5339851719068286	0.9490081076099536
0.7262010722565677[h]	0.046002767607254774[h]	0.004086520503472222[h]	0.15158738660339854[h]	0.4263820020850599[h]	0.11803453618610621[h]	0.370415019098669	0.10416666666666667	0.5375267076967593	0.918760086004051
0.8065470492383325[h]	0.06298494517294477[h]	0.010039823122669649[h]	0.18788485014096173[h]	0.47043447584604864[h]	0.1492053213932904[h]	0.36359486206597225	0.1388888888888889	0.555815693214699	0.9559899814641203
0.9082274076667908[h]	0.07785008273933534[h]	0.007936229757187257[h]	0.2696632256733629[h]	0.44470167747546085[h]	0.12404992390312136[h]	0.36196280047309026	0.13368055555555555	0.541705089885706	0.9506594179007523
0.7380257170522574[h]	0.056462830880263826[h]	0.005631108876451079[h]	0.13448483101344488[h]	0.4623525271946382[h]	0.14385283894599296[h]	0.3447753489496527	0.1284722222222222	0.5302531676692708	0.9363949666594327
0.7173640358136731[h]	0.06154839758751903[h]	0.00447326660515873[h]	0.09777772291349568[h]	0.43675213943105196[h]	0.12232363903323416[h]	0.35662174421151616	0.140625	0.5398946076403356	0.9283073800462962
0.8141340273767428[h]	0.05743042835137085[h]	0.007558545266203703[h]	0.20104586948713316[h]	0.4434225494308234[h]	0.12853430925617823[h]	0.3744416283998842	0.1415287280714699	0.5623446596657986	0.9533067033955439
0.8205250636782403[h]	0.04970183758159722[h]	0.005893400771428571[h]	0.2040769446533566[h]	0.46001037516540144[h]	0.14280995532983057[h]	0.39422002438657405	0.16666666666666666	0.5981880875882523	0.9630535539684605
0.9093471014822498[h]	0.05993487851083448[h]	0.005675983412962964[h]	0.2960804688773628[h]	0.467418706155125[h]	0.14903481013204234[h]	0.38548154006510416	0.15104166666666666	0.5863008455902777	0.9552784313845485
0.8071737708233457[h]	0.08431756903370789[h]	0.014250381877462566[h]	0.16336049174656686[h]	0.4227118818803421[h]	0.10617610615831839[h]	0.3708710170240162	0.1371527777777778	0.5418016434230324	0.9412398346108217
0.8048863087017207[h]	0.06151180464219579[h]	0.005717804733893557[h]	0.19413103141534396[h]	0.45541992609393434[h]	0.1354329653867295[h]	0.3460563237948495	0.11843058067708333	0.5224802367491319	0.9521556006901042
0.8023162315608179[h]	0.05437594372631578[h]	0.007663179409722222[h]	0.2027320211649124[h]	0.4615625252942319[h]	0.14285015311169186[h]	0.3742391676938657	0.14149305555555555	0.575486615558449	0.96244873395978
0.8151334780824581[h]	0.05011950218155656[h]	0.009371368065693433[h]	0.20971632665978499[h]	0.4490350517757052[h]	0.12842553753355046[h]	0.3616697402951389	0.1310763888888889	0.5423816757378472	0.9412403742361112
0.7288240728757442[h]	0.053664000217633914[h]	0.004294461274366471[h]	0.13507471668588777[h]	0.43270447882845914[h]	0.11672262714717344[h]	0.3681902905425347	0.11631944444444445	0.5327697740596065	0.9447663218127893
0.7473429787586802[h]	0.057825534772569444[h]	0.005628766632739609[h]	0.1445946505486111[h]	0.46231612863888827[h]	0.14354666732407412[h]	0.3913243447945602	0.125	0.5772927544762732	0.9491077733666089
0.7672257269653676[h]	0.06909063069552668[h]	0.0037157375810185187[h]	0.14108672946320347[h]	0.4260745196812861[h]	0.10995458675731001[h]	0.3179594308912037	0.11458333333333333	0.4795664572916667	0.931332968239294
0.9974823867266279[h]	0.10480459778389627[h]	0.006500088772522523[h]	0.3277206245821097[h]	0.4899818111043478[h]	0.16802347872898551[h]	0.3646634135604745	0.1440972222222222	0.5524252616594328	0.9704494709924768
0.8750379198412701[h]	0.06191384050144298[h]	0.005195905426920209[h]	0.2560450713197451[h]	0.43440384409722227[h]	0.11689334585876365[h]	0.3752248572989004	0.13541666666666666	0.5578836963599536	0.9429145375130208
0.8564827190538007[h]	0.07194463121812864[h]	0.005954150570175438[h]	0.24261149071345028[h]	0.43439974756032307[h]	0.12218538339511568[h]	0.3793463370341435	0.1310763888888889	0.5585809362586804	0.9461637068041088
0.8071685306037885[h]	0.075327801254649[h]	0.0038754106362007172[h]	0.1861089471437705[h]	0.440398953183798[h]	0.1239885210956253[h]	0.38682499991319447	0.1267361111111111	0.5677821248379629	0.9328783700896991
0.8648077364544824[h]	0.07745273325290902[h]	0.007209243791390729[h]	0.23696330213267175[h]	0.4559311127316468[h]	0.13994746553373008[h]	0.3803651289337384	0.1388888888888889	0.56679859322772	0.9425469660011573
0.9735733092931903[h]	0.11363403162295836[h]	0.011115796284935243[h]	0.2976585847463768[h]	0.43436970379480305[h]	0.11725072908203908[h]	0.3846713653935185	0.1519097222222222	0.560862857896412	0.9422593135112847
0.7477670907001523[h]	0.05488944469875696[h]	0.006005622028003615[h]	0.1447168857680111[h]	0.4383920158467021[h]	0.11884251418597744[h]	0.3591072317505787	0.11979166666666667	0.523419521375868	0.9486785177068865
0.7747026214877899[h]	0.06824791407875458[h]	0.01076303943499622[h]	0.1445038260915751[h]	0.4423132800063356[h]	0.12410220098538019[h]	0.3646374023292824	0.1366417017997685	0.5468981638223379	0.9455234920008679
0.7625985287981359[h]	0.05363115139870004[h]	0.007487835959784412[h]	0.15740950424454245[h]	0.4310672086332743[h]	0.11516971058264379[h]	0.37356190140046297	0.1328125	0.5682932698538773	0.941670667974537
0.7596260648822112[h]	0.0529041759511212[h]	0.00515238959311424[h]	0.1550397850094482[h]	0.44826856605057563[h]	0.13367083541983993[h]	0.360241169885706	0.14128545108506946	0.534103639495081	0.9373219740885417
0.7204803169631971[h]	0.052713297416197846[h]	0.004640975718253969[h]	0.128740875707923[h]	0.44727536930042966[h]	0.13692944264059753[h]	0.39216767108072914	0.1467013888888889	0.5651956740769676	0.9307756084447336
0.8704103111527188[h]	0.07599650173288794[h]	0.00213017170781893[h]	0.24621237328000484[h]	0.4555509678243139[h]	0.13909923466513155[h]	0.3850432308449074	0.1328125	0.5616572593489584	0.9723597735098378
0.7726964577940123[h]	0.05953615959175083[h]	0.006073987930555556[h]	0.15932897232744112[h]	0.44732770953556705[h]	0.1277967541348225[h]	0.38695455153211805	0.140625	0.5628361070558449	0.9533179067187499
0.8496005160798124[h]	0.07870623237704001[h]	0.006283046878827646[h]	0.23359142624916165[h]	0.4231945300109517[h]	0.11115764241686583[h]	0.41131136111979166	0.13194444444444445	0.6075795639221643	0.9434084151736111
0.707482048849301[h]	0.04512062729546054[h]	0.005581700964685616[h]	0.10716078948337289[h]	0.46916719748768754[h]	0.15136936719119382[h]	0.34282823850983796	0.1310763888888889	0.5091598764568865	0.9286728608217593
